timestamp,value
1709474569180,"[0.06865408467210342, 0.0736991552321883, 0.07929752429317889, 0.04424327359734232]"
1709474570193,"[0.07003457200058573, 0.07329469212363873, 0.07675365008057032, 0.0441091361882891]"
1709474571199,"[0.06995234142292021, 0.07531876556472519, 0.07947985741491247, 0.04439015576932339]"
1709474572205,"[0.06878700131842387, 0.07418575125738498, 0.07667874407930099, 0.04425831339420761]"
1709474573211,"[0.06929015088627401, 0.07399023389813898, 0.07587748425216063, 0.04466043263831122]"
1709474574227,"[0.07017188339274331, 0.07377889545387928, 0.07567522828263124, 0.04398373944040137]"
1709474575238,"[0.07107285511987829, 0.07528341227599016, 0.07610547390009224, 0.04573426436837624]"
1709474576242,"[0.07035939254846423, 0.07361038136627664, 0.07669686019825173, 0.044050783729672915]"
1709474577259,"[0.07153068997509589, 0.0743297524293174, 0.07696381659260688, 0.04447736705893723]"
1709474578272,"[0.07035333756531033, 0.07325157478392541, 0.07581507886127217, 0.04436881683675833]"
1709474579285,"[0.07168601982518688, 0.07437555544704343, 0.0782976707847066, 0.04528770936080749]"
1709474580298,"[0.0694957761609451, 0.07326920259778269, 0.07678329019971618, 0.0442564090043447]"
1709474581311,"[0.07038820254895232, 0.07362854631573806, 0.07542130963425954, 0.04443097807509978]"
1709474582314,"[0.07124454319058537, 0.07439943356609187, 0.07648625421163158, 0.045194687240586943]"
1709474583317,"[0.07175076908052136, 0.07381068411543489, 0.07752995751745696, 0.04553991894135343]"
1709474584329,"[0.07019712876605298, 0.07378607353874717, 0.07617388544362473, 0.04435582792128396]"
1709474585344,"[0.07143317544801975, 0.07424508032618785, 0.07750192880511707, 0.04536764490453514]"
1709474586356,"[0.07089066848967168, 0.0736325015869913, 0.07516245910444791, 0.04499794911860802]"
1709474587368,"[0.0701828214268274, 0.07354524146686761, 0.0758427169295376, 0.04398813418623782]"
1709474588371,"[0.07028546315738082, 0.07408818789979946, 0.07721402412227185, 0.044198691342349064]"
1709474589389,"[0.07150046388983786, 0.07439083939645472, 0.07607964256067193, 0.04528477953024938]"
1709474590400,"[0.07205346940768569, 0.07477660041994247, 0.07684300991259327, 0.04518965769812847]"
1709474591415,"[0.07061565506128233, 0.07317393427413482, 0.07662825333268217, 0.044907417354361816]"
1709474592424,"[0.07163987499389585, 0.0745274183309727, 0.07606328434005585, 0.04406758142487335]"
1709474593430,"[0.07123648615655072, 0.07488876409980941, 0.07863616387518879, 0.04443903510913475]"
1709474594431,"[0.07097299672835596, 0.07526783534352235, 0.07741720787147825, 0.044537086771813755]"
1709474595433,"[0.0711750573758485, 0.07436647297231277, 0.07742038185458193, 0.04471707602910165]"
1709474596439,"[0.07121700278333853, 0.07402265735631619, 0.07847966209287524, 0.04495966599931481]"
1709474597440,"[0.07300073245763927, 0.07418804629132264, 0.07472816055471466, 0.044500024415253504]"
1709474598441,"[0.07208608818789905, 0.07393276038869075, 0.07608359783192503, 0.04381595781043835]"
1709474599444,"[0.07154924556863157, 0.07463621270569837, 0.07673035792763346, 0.044629962400506214]"
1709474600448,"[0.07147253283851739, 0.07399111284730696, 0.07588891059133789, 0.044540797890520456]"
1709474601449,"[0.07318809512183164, 0.0746679525367449, 0.07819004834220425, 0.0441910249523893]"
1709474602451,"[0.07248019922847737, 0.07422227647834392, 0.07574354216514456, 0.043244787343130565]"
1709474603468,"[0.07283046047170218, 0.07555110112798409, 0.07697768445724876, 0.044925240490257]"
1709474604480,"[0.07380155281019515, 0.07531178280189463, 0.07890536647297199, 0.04501884857658931]"
1709474605506,"[0.0742282338004783, 0.07438688412520093, 0.07743693539723562, 0.0443237951071815]"
1709474606507,"[0.07492021094780038, 0.0750516626788414, 0.07644435763464986, 0.04555940231456472]"
1709474607520,"[0.07381356511548433, 0.07471336491039574, 0.07564007031593331, 0.04442526490551159]"
1709474608535,"[0.07385067630255351, 0.07447375360124975, 0.07631974217491073, 0.04528468186923037]"
1709474609547,"[0.0745259534156943, 0.07336281068411503, 0.07800302749157652, 0.04475115972459429]"
1709474610563,"[0.07519683578299627, 0.07531793544606623, 0.07645695590604978, 0.04538278236241886]"
1709474611566,"[0.07510313003564607, 0.07403764832267193, 0.07639591776942208, 0.04543019678695113]"
1709474612580,"[0.07354704819571266, 0.07474652082621197, 0.07608076566238525, 0.04510176278138453]"
1709474613592,"[0.07410493676449016, 0.07477816299624002, 0.077156306460276, 0.04573387372430174]"
1709474614607,"[0.0741455149177207, 0.07533820010742667, 0.07813692074808332, 0.04552854143268609]"
1709474615611,"[0.07373592460569323, 0.07524434786854751, 0.07712886371404808, 0.04518990185067517]"
1709474616614,"[0.07225494408906616, 0.07405517847551125, 0.07451960544948484, 0.044298793886418684]"
1709474617627,"[0.07660554714585646, 0.07437072122662165, 0.07785961228575615, 0.046065139899407956]"
1709474618632,"[0.07393022120220698, 0.07465774696030023, 0.07683339030226059, 0.04492831681234286]"
1709474619646,"[0.07421690512232038, 0.07396552566043203, 0.07785433859075197, 0.04511138239171712]"
1709474620662,"[0.07531979100542013, 0.07510024903559741, 0.07820542995263434, 0.04494672591435008]"
1709474621666,"[0.07501660237316207, 0.07532770154792666, 0.0759948239660141, 0.04482235460715735]"
1709474622676,"[0.07483939645490495, 0.07414224327359643, 0.07532652961570345, 0.04511411690023786]"
1709474623685,"[0.07483509937008621, 0.07406733727232796, 0.07623790224131997, 0.044606230772985624]"
1709474624692,"[0.07458801699301726, 0.07576986180965829, 0.07736534987059855, 0.04565066653645079]"
1709474625694,"[0.07450393085599823, 0.07336193173494797, 0.07793525074466509, 0.04511660725621242]"
1709474626706,"[0.07259382782362338, 0.07480902387811866, 0.07648874456760606, 0.044826651691976]"
1709474627720,"[0.07593862004980671, 0.07428731871673391, 0.07629972166609696, 0.04537501831143961]"
1709474628724,"[0.07557146345036334, 0.07372474241906317, 0.08004238488207426, 0.045379120074221214]"
1709474629735,"[0.07305000244152576, 0.0733317544801987, 0.07654802480589844, 0.04476287904682689]"
1709474630743,"[0.0748995068118559, 0.07467498413008367, 0.07665740514673516, 0.04539127887103733]"
1709474631748,"[0.0740706089164505, 0.07327286488597978, 0.07699653303383963, 0.045537184432832306]"
1709474632759,"[0.07597011572830689, 0.07403789247521779, 0.07535739049758276, 0.04471443918159944]"
1709474633772,"[0.07580013672542557, 0.07340373065090987, 0.07674129596171589, 0.044974656965670816]"
1709474634784,"[0.07345138922798966, 0.07484706284486506, 0.07535343522632926, 0.04531300356462591]"
1709474635791,"[0.07585555935348344, 0.07452102153425383, 0.07773289711411667, 0.04505429952634272]"
1709474636805,"[0.07657107280628926, 0.07427940817422737, 0.0757429561990334, 0.04479613262366221]"
1709474637820,"[0.0768506763025537, 0.07337077005713173, 0.07588373455735131, 0.04519063430831466]"
1709474638833,"[0.07641676839689428, 0.07502309683089989, 0.07566131158747887, 0.04535162849748389]"
1709474639841,"[0.07578436447092114, 0.07386874359099563, 0.07549982909321733, 0.04498183505053848]"
1709474640845,"[0.07568851018116127, 0.07475662874163719, 0.07639860344743353, 0.04477313345378056]"
1709474641858,"[0.07529879388641997, 0.07469148884222818, 0.07637413936227304, 0.04514229210410548]"
1709474642874,"[0.07630650910689044, 0.0744338102446408, 0.07758645441671994, 0.045063479662091684]"
1709474643881,"[0.07893774110063942, 0.07451281800869197, 0.07852961570389211, 0.0451971287660517]"
1709474644890,"[0.08147263049953599, 0.0736635089603985, 0.07627242541139675, 0.04596723472825662]"
1709474645906,"[0.08038917915913862, 0.07407002295033893, 0.07810542506958311, 0.04552297475462555]"
1709474646919,"[0.08096117974510449, 0.07537306509106889, 0.07663997265491397, 0.046269056106253814]"
